State,County,Make,Model,Longitude,Latitude
WA,King,TESLA,MODEL 3,-122.11832,47.6245
WA,King,MERCEDES-BENZ,EQS-CLASS SUV,-121.999595,47.547635
WA,Kitsap,FORD,F-150,-122.55717,47.733415
WA,King,TESLA,MODEL Y,-122.228025,47.61598
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,MERCEDES-BENZ,EQS-CLASS SUV,-122.20264,47.6785
WA,King,TESLA,MODEL Y,-122.394185,47.639195
WA,King,TESLA,MODEL Y,-122.306935,47.62441
WA,Yakima,VOLKSWAGEN,ID.4,-120.500225,46.6043
WA,King,VOLVO,XC40,-122.296385,47.71558
WA,King,TESLA,MODEL Y,-122.344125,47.61546
WA,King,VOLKSWAGEN,ID.4,-122.30839,47.610365
WA,King,VOLKSWAGEN,ID.4,-122.0313266,47.6285782
WA,King,TESLA,MODEL 3,-122.344125,47.61546
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,CHEVROLET,BOLT EUV,-122.38679,47.56484
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,King,TESLA,MODEL Y,-121.7814012,47.4935316
WA,King,TESLA,MODEL Y,-122.296385,47.71558
WA,King,HYUNDAI,KONA ELECTRIC,-122.29179,47.43473
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,King,SUBARU,SOLTERRA,-122.29179,47.43473
WA,King,VOLKSWAGEN,ID.4,-122.3219166,47.4013897
WA,King,HYUNDAI,IONIQ 5,-122.29179,47.43473
WA,King,RIVIAN,R1S,-122.201905,47.61385
WA,King,TESLA,MODEL Y,-122.3175,47.7578146
WA,King,HYUNDAI,IONIQ 5,-122.209285,47.71124
WA,King,VOLVO,XC40,-122.319115,47.66132
WA,King,TESLA,MODEL Y,-122.0313266,47.6285782
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,Clark,TOYOTA,RAV4 PRIME,-122.405565,45.59009
WA,King,VOLVO,XC40,-122.394185,47.639195
WA,Clark,TESLA,MODEL Y,-122.405565,45.59009
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,HYUNDAI,IONIQ 5,-122.394185,47.639195
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.180505,47.500055
WA,Kitsap,VOLVO,XC90,-122.50156,47.8019
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,RIVIAN,R1S,-122.34301,47.659185
WA,King,RIVIAN,R1S,-122.30823,47.581975
WA,King,RIVIAN,R1T,-122.296385,47.71558
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,TESLA,MODEL Y,-122.394185,47.639195
WA,King,SUBARU,SOLTERRA,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.382425,47.77279
WA,King,HYUNDAI,IONIQ 5,-122.296385,47.71558
WA,Clark,TESLA,MODEL 3,-122.3538285,45.5838634
WA,King,HYUNDAI,IONIQ 5,-122.3185,47.67949
WA,King,MERCEDES-BENZ,EQS-CLASS SUV,-122.2012521,47.3931814
WA,King,CHEVROLET,BOLT EUV,-122.20264,47.6785
WA,Snohomish,TESLA,MODEL 3,-122.091505,47.915555
WA,King,TESLA,MODEL 3,-122.3175,47.7578146
WA,King,HYUNDAI,KONA ELECTRIC,-122.29179,47.43473
WA,King,GENESIS,GV60,-122.30839,47.610365
WA,Kitsap,TESLA,MODEL Y,-122.64177,47.737525
WA,King,KIA,NIRO,-122.20264,47.6785
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,CADILLAC,LYRIQ,-122.3185,47.67949
WA,Kitsap,TESLA,MODEL 3,-122.54483,47.41801
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,Clark,CHEVROLET,BOLT EUV,-122.641835,45.638545
WA,King,SUBARU,SOLTERRA,-122.29179,47.43473
WA,Kitsap,RIVIAN,R1T,-122.64177,47.737525
WA,King,SUBARU,SOLTERRA,-122.29179,47.43473
WA,Clark,TESLA,MODEL Y,-122.405565,45.59009
WA,King,TESLA,MODEL Y,-122.20264,47.6785
WA,King,TESLA,MODEL 3,-122.34301,47.659185
WA,Clark,TOYOTA,RAV4 PRIME,-122.74291,45.818445
WA,King,KIA,SORENTO,-122.2012521,47.3931814
WA,King,TESLA,MODEL Y,-122.363215,47.3084
WA,Clark,CHEVROLET,BOLT EUV,-122.7033368,45.7042923
WA,Thurston,KIA,NIRO,-122.8285,47.03646
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,Kitsap,TESLA,MODEL Y,-122.6851642,47.506453
WA,King,TESLA,MODEL 3,-122.363815,47.63046
WA,King,TESLA,MODEL 3,-122.11832,47.6245
WA,King,HYUNDAI,SANTA FE,-122.38679,47.56484
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,King,SUBARU,SOLTERRA,-122.180505,47.500055
WA,King,FORD,ESCAPE,-122.180505,47.500055
WA,King,TESLA,MODEL Y,-122.03309,47.58153
WA,King,KIA,NIRO,-122.12302,47.67668
WA,King,CHEVROLET,BOLT EUV,-122.29179,47.43473
WA,King,MITSUBISHI,OUTLANDER,-122.3175,47.7578146
WA,Clark,TESLA,MODEL Y,-122.51692,45.6228
WA,Snohomish,TESLA,MODEL Y,-122.179458,47.802589
WA,King,FORD,MUSTANG MACH-E,-122.3185,47.67949
WA,Clark,AUDI,E-TRON,-122.4467982,45.9105287
WA,King,TESLA,MODEL 3,-122.341345,47.465925
WA,King,TESLA,MODEL Y,-122.319115,47.66132
WA,Snohomish,HYUNDAI,IONIQ 5,-122.091505,47.915555
WA,Thurston,KIA,NIRO,-123.09573,46.82158
WA,Clark,JEEP,WRANGLER,-122.5918493,45.6617058
WA,King,TESLA,MODEL Y,-122.03309,47.58153
WA,Snohomish,TESLA,MODEL Y,-122.2247757,47.9156409
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,HYUNDAI,IONIQ 5,-122.2504747,47.7617128
WA,King,HYUNDAI,KONA ELECTRIC,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.11832,47.6245
WA,King,POLESTAR,PS2,-122.34848,47.632405
WA,King,HYUNDAI,IONIQ 5,-122.209285,47.71124
WA,King,TESLA,MODEL Y,-122.2012521,47.3931814
WA,Kitsap,TESLA,MODEL 3,-122.64177,47.737525
WA,King,KIA,EV6,-122.319115,47.66132
WA,King,BMW,I4,-122.382425,47.77279
WA,King,TESLA,MODEL 3,-122.201905,47.61385
WA,King,KIA,NIRO,-122.201905,47.61385
WA,Snohomish,BMW,X5,-122.1876761,47.820517
WA,King,TESLA,MODEL Y,-122.235475,47.3809
WA,King,TESLA,MODEL X,-122.12302,47.67668
WA,King,TESLA,MODEL Y,-122.209285,47.71124
WA,King,CHEVROLET,BOLT EUV,-122.34584,47.76726
WA,King,TESLA,MODEL Y,-122.222855,47.305065
WA,King,BMW,I4,-122.363215,47.3084
WA,King,TESLA,MODEL Y,-122.05191,47.357985
WA,King,NISSAN,ARIYA,-122.03309,47.58153
WA,King,MERCEDES-BENZ,EQS-CLASS SUV,-122.306935,47.62441
WA,King,HYUNDAI,IONIQ 5,-122.33589,47.61099
WA,King,TESLA,MODEL Y,-122.03309,47.58153
WA,King,TESLA,MODEL Y,-122.151665,47.75855
WA,King,TESLA,MODEL Y,-122.382425,47.77279
WA,Clark,TESLA,MODEL Y,-122.5146473,45.67862
WA,King,TESLA,MODEL Y,-122.16085,47.624515
WA,King,TESLA,MODEL Y,-122.05191,47.357985
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,King,TESLA,MODEL 3,-122.2012521,47.3931814
WA,King,FORD,MUSTANG MACH-E,-122.1820969,47.3198995
WA,King,MITSUBISHI,OUTLANDER,-122.197,47.43876
WA,King,JEEP,WRANGLER,-122.111625,47.36078
WA,King,VOLKSWAGEN,ID.4,-122.34301,47.659185
WA,Kitsap,KIA,NIRO,-122.64177,47.737525
WA,King,FORD,MUSTANG MACH-E,-122.2012521,47.3931814
WA,Clark,NISSAN,ARIYA,-122.74291,45.818445
WA,King,NISSAN,ARIYA,-122.234385,47.494545
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-121.999595,47.547635
WA,King,VOLKSWAGEN,ID.4,-122.33589,47.61099
WA,King,TESLA,MODEL 3,-122.31327,47.32329
WA,King,TESLA,MODEL 3,-122.286465,47.476
WA,King,TESLA,MODEL 3,-122.111625,47.36078
WA,King,TESLA,MODEL 3,-122.30839,47.610365
WA,King,TESLA,MODEL X,-122.201905,47.61385
WA,King,TESLA,MODEL Y,-122.30823,47.581975
WA,King,BMW,I4,-122.12302,47.67668
WA,Clark,BMW,X5,-122.51692,45.6228
WA,Kitsap,VOLVO,XC40,-122.5235781,47.6293323
WA,King,GENESIS,GV70,-122.209285,47.71124
WA,Cowlitz,FORD,MUSTANG MACH-E,-122.9379953,46.1372997
WA,King,FORD,TRANSIT,-122.11832,47.6245
WA,King,KIA,NIRO,-122.378895,47.66905
WA,King,TESLA,MODEL 3,-122.306935,47.62441
WA,Clark,TOYOTA,RAV4 PRIME,-122.7033368,45.7042923
WA,King,HYUNDAI,KONA ELECTRIC,-122.3219166,47.4013897
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,RIVIAN,R1S,-122.201905,47.61385
WA,King,TESLA,MODEL Y,-122.11832,47.6245
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,GENESIS,G80,-122.29179,47.43473
WA,King,SUBARU,SOLTERRA,-122.29179,47.43473
WA,Snohomish,TESLA,MODEL Y,-122.091505,47.915555
WA,King,TESLA,MODEL Y,-122.03646,47.534065
WA,King,TESLA,MODEL 3,-122.0313266,47.6285782
WA,King,BMW,I4,-122.341345,47.465925
WA,King,TESLA,MODEL 3,-122.11832,47.6245
WA,King,CHEVROLET,BOLT EV,-122.329075,47.6018
WA,King,TESLA,MODEL Y,-122.16085,47.624515
WA,King,CHEVROLET,BOLT EV,-122.329075,47.6018
WA,King,TESLA,MODEL Y,-122.20264,47.6785
WA,King,JEEP,WRANGLER,-122.20264,47.6785
WA,King,TESLA,MODEL Y,-122.344125,47.61546
WA,King,TESLA,MODEL 3,-122.38679,47.56484
WA,King,SUBARU,SOLTERRA,-122.29179,47.43473
WA,King,CHEVROLET,BOLT EUV,-122.15734,47.487175
WA,King,HYUNDAI,KONA ELECTRIC,-122.29179,47.43473
WA,King,RIVIAN,R1S,-122.0313266,47.6285782
WA,King,NISSAN,ARIYA,-122.199755,47.37483
WA,King,AUDI,Q5 E,-122.363815,47.63046
WA,King,KIA,NIRO,-122.20264,47.6785
WA,King,TESLA,MODEL 3,-122.326965,47.55015
WA,King,KIA,NIRO,-122.394185,47.639195
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,Thurston,HYUNDAI,KONA ELECTRIC,-122.6898776,46.8908492
WA,King,TESLA,MODEL Y,-121.999595,47.547635
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,KIA,SPORTAGE,-122.20578,47.762405
WA,King,VOLKSWAGEN,ID.4,-122.34301,47.659185
WA,King,FORD,F-150,-122.201905,47.61385
WA,King,TESLA,MODEL Y,-122.03309,47.58153
WA,Kitsap,VOLKSWAGEN,ID.4,-122.611365,47.575195
WA,King,TESLA,MODEL 3,-122.12302,47.67668
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,Kitsap,KIA,SORENTO,-122.668076,47.665978
WA,King,BMW,330E,-122.363815,47.63046
WA,King,PORSCHE,TAYCAN,-122.319115,47.66132
WA,King,TESLA,MODEL Y,-122.34584,47.76726
WA,King,TESLA,MODEL Y,-122.180505,47.500055
WA,King,CHEVROLET,BOLT EV,-122.16085,47.624515
WA,King,TESLA,MODEL Y,-122.228025,47.61598
WA,King,MITSUBISHI,OUTLANDER,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.147385,47.599975
WA,King,TESLA,MODEL Y,-122.28339,47.549285
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,TESLA,MODEL 3,-122.209285,47.71124
WA,King,TESLA,MODEL Y,-122.363215,47.3084
WA,Clark,VOLKSWAGEN,ID.4,-122.6483953,45.7010427
WA,Clark,TESLA,MODEL Y,-122.5146473,45.67862
WA,King,JEEP,GRAND CHEROKEE,-122.34584,47.76726
WA,King,KIA,EV6,-122.05191,47.357985
WA,King,KIA,NIRO,-122.37275,47.68968
WA,King,JEEP,WRANGLER,-122.31327,47.32329
WA,King,TESLA,MODEL Y,-122.16085,47.624515
WA,King,TESLA,MODEL Y,-122.03309,47.58153
WA,Clark,CHEVROLET,BOLT EUV,-122.5146473,45.67862
WA,King,TESLA,MODEL Y,-122.34584,47.76726
WA,King,MITSUBISHI,OUTLANDER,-122.29179,47.43473
WA,King,TESLA,MODEL X,-122.201905,47.61385
WA,Clark,TESLA,MODEL Y,-122.6483953,45.7010427
WA,King,TESLA,MODEL 3,-122.34848,47.632405
WA,Kitsap,JEEP,WRANGLER,-122.64177,47.737525
WA,King,TESLA,MODEL 3,-122.20264,47.6785
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,Clark,RIVIAN,R1S,-122.405565,45.59009
WA,King,MITSUBISHI,OUTLANDER,-122.29179,47.43473
WA,Yakima,HYUNDAI,TUCSON,-120.6027202,46.5965625
WA,Whatcom,MITSUBISHI,OUTLANDER,-122.6011039,48.85324
WA,Yakima,JEEP,WRANGLER,-120.6027202,46.5965625
WA,King,TESLA,MODEL 3,-122.111625,47.36078
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.3223156,47.6402108
WA,King,AUDI,Q4,-122.306935,47.62441
WA,King,TESLA,MODEL Y,-122.3223156,47.6402108
WA,King,HYUNDAI,IONIQ 5,-122.11832,47.6245
WA,King,RIVIAN,R1S,-122.111625,47.36078
WA,King,VOLKSWAGEN,ID.4,-122.209285,47.71124
WA,King,NISSAN,ARIYA,-122.12302,47.67668
WA,King,TESLA,MODEL X,-122.16085,47.624515
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,KIA,NIRO,-122.3175,47.7578146
WA,King,TOYOTA,PRIUS,-122.378895,47.66905
WA,King,HYUNDAI,KONA ELECTRIC,-122.29179,47.43473
WA,King,HYUNDAI,KONA ELECTRIC,-122.296385,47.71558
WA,Jefferson,TESLA,MODEL 3,-122.7644197,48.1195874
WA,King,MERCEDES-BENZ,EQE-CLASS SUV,-122.329815,47.57981
WA,King,TESLA,MODEL Y,-122.111625,47.36078
WA,Snohomish,BMW,I4,-122.112265,48.0047
WA,King,TESLA,MODEL Y,-122.15734,47.487175
WA,Clark,LUCID,AIR,-122.405565,45.59009
WA,King,TESLA,MODEL Y,-122.2504747,47.7617128
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,RIVIAN,R1S,-122.378895,47.66905
WA,Clark,KIA,SORENTO,-122.6706246,45.8662548
WA,Snohomish,TESLA,MODEL Y,-122.17673,48.05542
WA,King,TESLA,MODEL Y,-122.363215,47.3084
WA,Yakima,TESLA,MODEL 3,-120.6027202,46.5965625
WA,Snohomish,TESLA,MODEL Y,-122.316675,47.819365
WA,King,BMW,X5,-121.999595,47.547635
WA,King,TESLA,MODEL Y,-122.37275,47.68968
WA,Cowlitz,TESLA,MODEL 3,-122.73125,45.923065
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,Clark,RIVIAN,R1T,-122.7033368,45.7042923
WA,King,MERCEDES-BENZ,EQS-CLASS SUV,-122.151665,47.75855
WA,King,KIA,SPORTAGE,-122.0313266,47.6285782
WA,King,SUBARU,SOLTERRA,-122.29179,47.43473
WA,King,VOLVO,C40,-121.9810747,47.7377962
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,NISSAN,ARIYA,-122.20578,47.762405
WA,Kitsap,TOYOTA,PRIUS,-122.50156,47.8019
WA,King,BMW,X5,-122.03309,47.58153
WA,Snohomish,BMW,I4,-122.37507,47.80807
WA,King,TESLA,MODEL Y,-122.3175,47.7578146
WA,King,MITSUBISHI,OUTLANDER,-122.29179,47.43473
WA,King,TESLA,MODEL 3,-121.98953,47.20347
WA,Kitsap,JEEP,WRANGLER,-122.64177,47.737525
WA,King,BMW,IX,-122.382425,47.77279
WA,King,HYUNDAI,KONA ELECTRIC,-122.29179,47.43473
WA,King,CHEVROLET,BOLT EUV,-122.199755,47.37483
WA,Snohomish,KIA,SORENTO,-122.112265,48.0047
WA,Clark,TESLA,MODEL Y,-122.53218,45.77945
WA,King,TESLA,MODEL 3,-122.306935,47.62441
WA,King,TESLA,MODEL X,-121.999595,47.547635
WA,King,TESLA,MODEL Y,-122.382425,47.77279
WA,Clark,TESLA,MODEL Y,-122.51692,45.6228
WA,King,BMW,I4,-122.29179,47.43473
WA,Clark,CHEVROLET,BOLT EV,-122.5918493,45.6617058
WA,King,TESLA,MODEL Y,-122.0313266,47.6285782
WA,King,TESLA,MODEL 3,-122.296385,47.71558
WA,King,MERCEDES-BENZ,EQE-CLASS SUV,-122.329815,47.57981
WA,King,CHEVROLET,BOLT EV,-122.329075,47.6018
WA,King,KIA,SPORTAGE,-122.20578,47.762405
WA,King,MITSUBISHI,OUTLANDER,-122.29179,47.43473
WA,King,TESLA,MODEL 3,-122.111625,47.36078
WA,King,LINCOLN,AVIATOR,-122.197,47.43876
WA,King,VOLKSWAGEN,ID.4,-122.382425,47.77279
WA,King,RIVIAN,R1T,-122.209285,47.71124
WA,King,TESLA,MODEL 3,-122.03309,47.58153
WA,King,AUDI,Q4,-122.31327,47.32329
WA,King,TESLA,MODEL Y,-122.31327,47.32329
WA,King,TESLA,MODEL Y,-122.2012521,47.3931814
WA,King,MITSUBISHI,OUTLANDER,-122.29179,47.43473
WA,King,KIA,NIRO,-122.222855,47.305065
WA,King,TESLA,MODEL 3,-122.16085,47.624515
WA,King,TOYOTA,RAV4 PRIME,-122.3185,47.67949
WA,King,HYUNDAI,IONIQ 5,-122.30823,47.581975
WA,King,TESLA,MODEL S,-122.20264,47.6785
WA,King,CHEVROLET,BOLT EUV,-122.0313266,47.6285782
WA,Clark,TESLA,MODEL 3,-122.5146473,45.67862
WA,King,TESLA,MODEL Y,-122.34301,47.659185
WA,King,HYUNDAI,IONIQ 5,-122.1298876,47.4451257
WA,Clark,TESLA,MODEL Y,-122.5918493,45.6617058
WA,King,TESLA,MODEL 3,-122.199755,47.37483
WA,King,TESLA,MODEL Y,-122.34301,47.659185
WA,King,TESLA,MODEL Y,-122.1298876,47.4451257
WA,Jefferson,HYUNDAI,IONIQ 5,-122.7759694,48.041403
WA,Thurston,TESLA,MODEL Y,-122.853421,46.8553318
WA,Snohomish,SUBARU,SOLTERRA,-122.335685,47.80372
WA,King,FORD,F-150,-122.3185,47.67949
WA,King,KIA,NIRO,-122.209285,47.71124
WA,King,TESLA,MODEL Y,-122.355145,47.505655
WA,King,HYUNDAI,IONIQ 5,-122.16937,47.571015
WA,King,KIA,SPORTAGE,-122.30839,47.610365
WA,King,KIA,SORENTO,-122.12302,47.67668
WA,King,NISSAN,LEAF,-122.03309,47.58153
WA,King,HYUNDAI,IONIQ 6,-122.34848,47.632405
WA,King,VOLKSWAGEN,ID.4,-122.34301,47.659185
WA,King,TESLA,MODEL Y,-122.15734,47.487175
WA,Kitsap,HYUNDAI,IONIQ 5,-122.5235781,47.6293323
WA,Snohomish,TESLA,MODEL 3,-122.179458,47.802589
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,TESLA,MODEL Y,-122.1298876,47.4451257
WA,King,MITSUBISHI,OUTLANDER,-122.29179,47.43473
WA,Cowlitz,JEEP,WRANGLER,-122.90724,46.14458
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,Kitsap,BMW,I4,-122.65223,47.57192
WA,King,VOLVO,XC40,-122.3175,47.7578146
WA,Snohomish,TESLA,MODEL Y,-122.2247757,47.9156409
WA,King,TESLA,MODEL Y,-122.20264,47.6785
WA,King,VOLVO,XC40,-122.38679,47.56484
WA,King,BMW,I4,-122.111625,47.36078
WA,King,VOLKSWAGEN,ID.4,-122.355145,47.505655
WA,King,TOYOTA,PRIUS,-122.15734,47.487175
WA,Snohomish,KIA,EV6,-122.1876761,47.820517
WA,King,HYUNDAI,TUCSON,-122.20578,47.762405
WA,Snohomish,RIVIAN,R1S,-122.091505,47.915555
WA,King,TESLA,MODEL 3,-122.34584,47.76726
WA,Clark,TESLA,MODEL Y,-122.589388,45.6228731
WA,King,CHEVROLET,BOLT EUV,-122.20264,47.6785
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,KIA,SPORTAGE,-122.20578,47.762405
WA,King,TESLA,MODEL 3,-122.30839,47.610365
WA,King,TESLA,MODEL 3,-122.111625,47.36078
WA,King,CADILLAC,LYRIQ,-122.394185,47.639195
WA,King,TESLA,MODEL Y,-122.209285,47.71124
WA,King,TESLA,MODEL 3,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.286465,47.476
WA,King,MERCEDES-BENZ,EQS-CLASS SUV,-122.329815,47.57981
WA,Jefferson,TESLA,MODEL Y,-122.7644197,48.1195874
WA,Clark,KIA,SORENTO,-122.405565,45.59009
WA,King,TESLA,MODEL Y,-122.3185,47.67949
WA,King,TESLA,MODEL 3,-122.3219166,47.4013897
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,King,TESLA,MODEL Y,-122.0313266,47.6285782
WA,Snohomish,TESLA,MODEL 3,-122.1876761,47.820517
WA,King,MERCEDES-BENZ,EQE-CLASS SEDAN,-122.329815,47.57981
WA,King,RIVIAN,R1S,-121.999595,47.547635
WA,King,TESLA,MODEL Y,-122.20264,47.6785
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,King,TESLA,MODEL 3,-122.355145,47.505655
WA,King,FORD,F-150,-122.0313266,47.6285782
WA,King,TESLA,MODEL 3,-122.180505,47.500055
WA,King,VOLVO,XC60,-122.209285,47.71124
WA,Kitsap,KIA,SORENTO,-122.6851642,47.506453
WA,King,TESLA,MODEL S,-122.12302,47.67668
WA,Thurston,SUBARU,SOLTERRA,-122.92145,47.045935
WA,King,TESLA,MODEL Y,-122.180505,47.500055
WA,King,HYUNDAI,KONA ELECTRIC,-122.29179,47.43473
WA,Clark,RIVIAN,R1T,-122.74291,45.818445
WA,Clark,FORD,MUSTANG MACH-E,-122.5146473,45.67862
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,King,TESLA,MODEL 3,-122.2012521,47.3931814
WA,King,TESLA,MODEL Y,-122.344125,47.61546
WA,King,HYUNDAI,IONIQ 5,-122.378895,47.66905
WA,King,TESLA,MODEL 3,-122.11832,47.6245
WA,King,TESLA,MODEL Y,-122.15734,47.487175
WA,King,BMW,I4,-122.0313266,47.6285782
WA,Snohomish,TESLA,MODEL Y,-122.179458,47.802589
WA,King,KIA,SPORTAGE,-122.147385,47.599975
WA,King,RIVIAN,R1S,-121.98953,47.20347
WA,King,CHRYSLER,PACIFICA,-122.29179,47.43473
WA,Thurston,JEEP,WRANGLER,-122.8285,47.03646
WA,King,TESLA,MODEL X,-122.306935,47.62441
WA,King,TESLA,MODEL Y,-122.394185,47.639195
WA,King,TESLA,MODEL 3,-122.151665,47.75855
WA,King,BMW,X5,-122.111625,47.36078
WA,Clark,BMW,X5,-122.405565,45.59009
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,TESLA,MODEL Y,-122.234385,47.494545
WA,King,VOLKSWAGEN,ID.4,-122.209285,47.71124
WA,Kitsap,TESLA,MODEL Y,-122.5235781,47.6293323
WA,King,HYUNDAI,KONA ELECTRIC,-122.29179,47.43473
WA,Clark,CHEVROLET,BOLT EV,-122.66592,45.678565
WA,King,TESLA,MODEL Y,-122.111625,47.36078
WA,King,BMW,530E,-122.329815,47.57981
WA,King,BMW,530E,-122.329815,47.57981
WA,King,RIVIAN,R1S,-121.8740496,47.5345546
WA,King,TESLA,MODEL Y,-122.363215,47.3084
WA,King,FORD,MUSTANG MACH-E,-122.3223156,47.6402108
WA,King,SUBARU,SOLTERRA,-122.29179,47.43473
WA,King,TESLA,MODEL Y,-122.03309,47.58153
WA,King,PORSCHE,TAYCAN,-122.12302,47.67668
WA,King,VOLKSWAGEN,ID.4,-122.12302,47.67668
WA,King,FORD,F-150,-122.3175,47.7578146
WA,King,HYUNDAI,IONIQ 5,-122.197,47.43876
WA,Clark,BMW,I4,-122.3538285,45.5838634
WA,King,MITSUBISHI,OUTLANDER,-122.29179,47.43473
WA,King,CHEVROLET,BOLT EUV,-122.1820969,47.3198995
WA,King,TESLA,MODEL Y,-121.999595,47.547635
WA,King,TESLA,MODEL 3,-122.12302,47.67668
WA,Snohomish,BMW,X5,-122.316675,47.819365
WA,King,RIVIAN,R1S,-121.999595,47.547635
WA,King,SUBARU,SOLTERRA,-122.394185,47.639195
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,King,NISSAN,LEAF,-122.12302,47.67668
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,King,VOLVO,XC90,-122.37439,47.54468
WA,King,HYUNDAI,KONA ELECTRIC,-122.29179,47.43473
WA,King,VOLVO,C40,-122.209285,47.71124
WA,King,BMW,I4,-122.20264,47.6785
WA,King,TESLA,MODEL Y,-122.2012521,47.3931814
WA,King,TESLA,MODEL Y,-121.999595,47.547635
WA,King,TESLA,MODEL Y,-122.0313266,47.6285782
WA,Snohomish,TESLA,MODEL S,-122.299965,47.94171
WA,King,TESLA,MODEL Y,-122.12302,47.67668
WA,King,MERCEDES-BENZ,EQE-CLASS SUV,-122.37439,47.54468
WA,Clark,TESLA,MODEL Y,-122.405565,45.59009
WA,King,TESLA,MODEL Y,-122.201905,47.61385
WA,King,RIVIAN,R1S,-122.15734,47.487175
WA,King,TESLA,MODEL Y,-122.180505,47.500055
WA,King,VOLVO,C40,-122.111625,47.36078
WA,King,TESLA,MODEL Y,-122.21024,47.4797047
WA,King,TESLA,MODEL 3,-122.201905,47.61385
WA,King,TESLA,MODEL 3,-122.05191,47.357985
WA,Thurston,FORD,MUSTANG MACH-E,-122.92145,47.045935
WA,King,PORSCHE,TAYCAN,-122.16085,47.624515
WA,King,JAGUAR,I-PACE,-122.363815,47.63046
WA,King,VOLKSWAGEN,ID.4,-122.209285,47.71124
WA,King,TESLA,MODEL Y,-122.16937,47.571015
WA,King,RIVIAN,R1S,-122.34848,47.632405
WA,Snohomish,TESLA,MODEL Y,-122.1876761,47.820517
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,King,VOLKSWAGEN,ID.4,-122.296385,47.71558
WA,King,FORD,MUSTANG MACH-E,-122.34301,47.659185
WA,King,FORD,MUSTANG MACH-E,-122.296385,47.71558
WA,King,TESLA,MODEL Y,-122.306935,47.62441
WA,King,TESLA,MODEL 3,-122.20578,47.762405
WA,King,RIVIAN,R1T,-122.2377542,47.582905
WA,King,TESLA,MODEL Y,-122.03309,47.58153
WA,Snohomish,TESLA,MODEL Y,-122.2551991,47.8650827
WA,King,VOLKSWAGEN,ID.4,-122.296385,47.71558
WA,King,TESLA,MODEL Y,-122.209285,47.71124
WA,Clark,CHEVROLET,BOLT EV,-122.51692,45.6228
WA,Clark,CHEVROLET,BOLT EUV,-122.589388,45.6228731
WA,King,TESLA,MODEL Y,-122.197,47.43876
WA,King,TESLA,MODEL Y,-122.34584,47.76726
WA,King,TESLA,MODEL Y,-122.20264,47.6785
